Teks;Kelas
Pada Senin (14/11) yang lalu, Balai Diklat Industri (BDI) Denpasar mendapatkan kesempatan untuk dikunjungi oleh Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi dalam rangka Evaluasi Lapangan Zona Integritas BDI Denpasar Menuju Wilayah Bebas dari Korupsi (WBK)/Wilayah Birokrasi Bersih dan Melayani (WBBM) Pada kesempatan tersebut, Ibu Kepala BDI Denpasar Zya Labiba memperkenalkan sarana dan prasarana pendukung kegiatan diklat di BDI Denpasar serta fasilitas Inkubasi Bisnis Tohpati Selain itu, tim dari KemenPANRB juga diajak untuk melihat capaian capaian yang telah diraih, serta pelayanan pelayanan yang dilakukan oleh BDI Denpasar untuk masyarakat BDI Denpasar akan terus berkomitmen untuk menciptakan Wilayah Zona Integritas di BDI Denpasar;Kabar Insan Oke 
Pada Jumat (18/9), Balai Diklat Industri (BDI) Denpasar menerima kunjungan dari Politeknik Negeri Ketapang, Kalimantan Barat Pada kunjungan industri kali ini, tim dari Politeknik Negeri Ketapang diterima oleh Kepala BDI Denpasar Ibu Zya Labiba beserta pengurus Inkubastor Bisnis Tohpati Center Bapak Made Dwi Putra Wijaya Tujuan dari kunjungan ini adalah melakukan benchmarking dengan BDI Denpasar mengenai peran start up dan animasi untuk mengangkat potensi daerah;Kabar Insan Oke 
Perbaikan demi perbaikan telah dilakukan oleh Balai Diklat Industri (BDI) Denpasar demi mewujudkan Pembangunan Zona Integritas Menuju Wilayah Bebas dari Korupsi dan Wilayah Birokrasi Bersih Melayani di lingkungan BDI Denpasar Berbagai inovasi sistem pelayanan dan penguatan integritas telah dilakukan oleh BDI Denpasar pada 6 (enam) area perubahan yaitu manajemen perubahan, penataan laksana, manajemen SDM, akuntabilitas kinerja, pengawasan, serta pelayanan publik Pada Kamis (28/10) yang lalu, BDI Denpasar berkesempatan secara daring untuk mengikuti penilaian desk evaluasi Zona Integritas tahun 2021 yang diselenggarakan oleh Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (KemenPAN RB) Pada kesempatan tersebut, BDI Denpasar memaparkan upaya upaya dan hasil pembangunan ZI yang telah dilakukan sampai saat ini di lingkungan BDI Denpasar Semoga BDI Denpasar berhasil meraih predikat WBK pada tahun ini;Kabar Insan Oke 
Pada kelas ini, para peserta diajarkan tentang dasar dasar sinematografi, mempelajari aplikasi video editing yang diperlukan, serta mengedit video dan audio menggunakan aplikasi Kinemaster pada smartphone Selain itu, para peserta juga diajak untuk membuat short video “Self Branding” menggunakan smartphone dan latar Green Screen serta bantuan perangkat perekam audio sederhana Kemudian peserta diajak juga untuk mengedit video menggunakan software OpenShot dan mempresentasikan produk video yang telah dibuat pada saat pelatihan;Kabar Insan Oke 
Dalam rangka melakukan monitoring dan evaluasi terhadap manajemen mutu, Balai Diklat Industri (BDI) Denpasar setiap tahunnya melaksanakan audit secara internal Pada tahun 2021 ini, kegiatan Workshop Penyempurnaan Dokumen dan Pelaksanaan Audit Internal SMM ISO 9001:2015 BDI Denpasar dilaksanakan pada hari Senin sd Rabu tanggal 11 – 13 Oktober 2021 Pelaksanaan audit internal ini dilaksanakan oleh tim auditor internal BDI Denpasar yang didampingi oleh Konsultan sekaligus Lead Auditor ISO 9000 dan ISO 21001 Bapak Dr Erfi Ilyas Harapannya dengan dilaksanakannya audit internal ini, dapat meningkatkan mutu pelayanan prima di BDI Denpasar agar dapat memenuhi harapan dari pelanggan layanan (stakeholders);Kabar Insan Oke 
Terimakasih para pahlawan olahraga di Olimpiade Tokyo 2020 Medali medali yang telah didapatkan akan menjadi kado yg indah untuk Dirgahayu Kemerdekaan Republik Indonesia yang ke 76, dua pekan lagi Pahlawan tidak hanya yang berjuang di medan perang, tetapi juga mereka yang berjuang untuk mengharumkan nama bangsa di bidang olahraga dan bidang bidang lainnya Terimakasih sudah memberikan tambahan semangat kepada kami untuk terus berjuang di masa masa sulit seperti saat ini;Kabar Insan Oke 
Suatu negara yang besar membutuhkan kerjasama dan persatuan yang kuat dari seluruh aspek kehidupan untuk terus berkembang, termasuk dukungan tanpa batas dari para pemuda pemudi harapan bangsa Sesuai dengan tema Sumpah pemuda tahun ini, saatnya Pemuda Indonesia dapat berkomitmen untuk bersatu memberantas pandemi Covid 19 Selalu mengobarkan semangat kepemudaan agar bangsa Indonesia dapat segera bangkit dari pandemi Serta tanpa memandang latar belakang, suku bangsa, dan agama bersama sama berkomitmen untuk mewujudkan ekonomi Indonesia tumbuh dengan semangat kewirausahaan pemuda Selamat Hari Sumpah Pemuda, 28 Oktober 2021! Satu, Bangkit, dan Tumbuh!;Kabar Insan Oke 
Melukis yang selama ini banyak dilakukan pada media kanvas dan dijadikan sebagai hiasan dinding, ternyata bisa divariasikan ke banyak media lho, Sob! Bisa di media kain dan apparel seperti jaket denim, topi, masker, maupun media fashion lainnya Selain bisa membuat tampilan lebih keren, juga bisa membuat gayamu lebih personal dan eksklusif dengan gambar lukis hasil karyamu sendiri Pada Kamis sd Jumat, 21 22 Oktober 2021 yang lalu, Balai Diklat Industri (BDI) Denpasar melalui BIKIN Makerspace telah menyelenggarakan Workshop Melukis di Media Kain dan Apparel Tidak hanya diajarkan untuk melukis di media jaket, topi, maupun masker saja, para peserta juga diajarkan mengenai fotografi produk serta teknik marketing menggunakan sosial media;Bikin Maker Space
Dalam penyelenggaraan pendidikan dan pelatihan 3 in 1 di Balai Diklat Industri (BDI) Denpasar baik dalam bidang animasi, teknologi informasi, digital content, maupun sosial media marketing tentunya tidak luput dari kerjasama yang baik dari berbagai pihak, terutama dari para mitra industri Harapannya dengan adanya pertemuan ini dapat memperlancar pelaksanaan kegiatan diklat 3 in 1 pada tahun mendatang, serta dapat meningkatkan koordinasi yang baik dengan para mitra industri;Diklat 3 in 1
Keluarga Besar Balai Diklat Industri Denpasar mengucapkan Selamat Memperingati Isra’ Mi’raj Nabi Muhammad SAW 27 Rajab 1443 Hijriah Semoga syafaat Nabi Muhammad SAW selalu menyertai setiap umatnya dimanapun mereka berada #IsraMiraj #27Rajab1443H #HariBesar #BDIDenpasar;Kabar Insan Oke 
Dalam rangka the road to Bali Startup Summit, akan diselenggarakan Workshop Series UI/U  tanggal 12 November 2021 pukul 0900 WITA di BDI Denpasar Bagi yang mempunyai passion di dunia digital, segera daftar! GRATIS! Terbatas untuk 50 peserta Langsung saja daftar di link di bawah ini : ;Kabar Insan Oke 
Selamat masing masing mendapatkan 1 (satu) buah headphone dari @inbo indonesia kepada @jeremy_fary , @witanianna , @zaka_aahh Serta masing masing 1 (satu) buah selfie stick untuk @ekaandriyanipt dan @rohmatramadhann Terimakasih banyak atas partisipasinya dan tunggu info giveaway giveaway selanjutnya;Kabar Insan Oke 
Keberhasilan seorang anak tidak terlepas dari didikan serta kasih sayang orang tua, terutama ibu Dibalik anak yang sukses, terdapat seorang ibu yang tidak lelah mendoakan siang dan malam Ibu tidak hanya seorang inspirator dan panutan, tetapi juga supporter yang fanatik dalam kehidupan anak anaknya Selamat Hari Ibu untuk semua ibu ibu dan perempuan perempuan hebat di luar sana! Semoga selalu menginspirasi dan tetap semangat!;Kabar Insan Oke 
Selamat kepada peserta terpilih Tohpati Talent Camp Kelas Data Analytics Bagi yang belum lolos jangan berkecil hati ya;Kabar Insan Oke 
Balai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan September yg lalu, predikat “Employee of the Month BDI Denpasar September 2021” diberikan kepada Michel Febrian Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Saat ini, masyarakat lebih menyukai dan menikmati konten konten informasi secara visual, termasuk video Banyaknya platform platform hiburan dan informasi yang menyajikan konten konten video seperti tiktok, reels, youtube, maupun IGTV yang cukup digemari oleh masyarakat, membuat para content creator berlomba lomba untuk dapat membuat video yang menarik Balai Diklat Industri Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Tohpati Talent Camp kelas Smartphone Videography pada tanggal 16 21 Agustus 2021 yang lalu Kegiatan ini diikuti oleh sekitar 20 peserta;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Makassar dan Denpasar? Simak postingan ini ya ;Pengumuman
Balai Diklat Industri (BDI) Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk bulan Juli yg lalu, predikat “Employee of the Month BDI Denpasar Juli 2021” diberikan kepada Bapak Muhammad Iman Handoko Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Baraka Creative Studio Sumatera Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 19 (Sembilan Belas) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 4 hingga 25 Februari 2022 bertempat di Universitas Negeri Padang (UNP) Kota Padang, Sumatera Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob!;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Kastil Avindo (Castle Production Studio Jakarta) kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 23 (dua puluh tiga) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 17 Januari hingga 11 Februari 2022 bertempat di Gedung CMC (Cyber Media Center) Kelapa Gading, Jakarta Utara Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
Untuk membentuk sebuah tim yang tangguh, tidak hanya ditentukan oleh faktor dari luar tetapi juga dari dalam kekuatan personal tim itu sendiri Oleh karena itu, dalam rangka membentuk personal personal dalam tim yang lebih berkarakter, baik fisik, mental, emosional maupun motivasi diri, Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Character Building Startup pada Selasa;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Solusi Semesta Rekakreasi, Provinsi Jawa Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 40 (Empat Puluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 4 Februari hingga 22 Maret 2022 bertempat di Kampus Politeknik SSR, Kab Bogor, Jawa Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
, sobat kreatif Bagi yang sudah menunggu pembukaan diklat 3 in 1 animasi di Sleman, Malang, dan Jakarta? Simak postingan ini Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan CV Inhouse Studio Bali kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 29 (Dua Puluh Sembilan) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 10 Februari hingga 18 Maret 2022 bertempat di Balai Diklat Industri Denpasar, Bali Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Pengumuman
Pandemi Covid 19 menyebabkan industri di dunia mengalami perlambatan pertumbuhan yang mengakibatkan gangguan aktivitas ekonomi global Oleh karena itu, industri menjadi isu baru yang dibahas dalam kelompok kerja bersama @kemendag dan @bkpm_id, atau disebut Trade, Investment, and Industry Working Group (TIIWG) sebagai salah satu pertemuan dalam Forum G20 tahun 2022 Indonesia sebagai Presidensi G20, memanfaatkan momen ini dengan mengajak anggota G20 agar dapat berkolaborasi mengatasi tantangan akibat pandemi, serta merumuskan strategi bersama untuk mencapai industrialisasi yang inklusif dan berkelanjutan sehingga menciptakan ekonomi yang lebih kuat dan tangguh dalam dalam menghadapi krisis;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Inidia Studio Bali kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 23 (dua puluh tiga) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 21 Januari hingga 17 Februari 2022 bertempat di Balai Diklat Industri Denpasar, Bali Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 26 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Jitu Kreasi Utama Yogyakarta, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 22 (Dua Puluh Dua) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 15 Maret hingga 8 April 2022 bertempat di Youth Center Yogyakarta, DI Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 24 pesertaDiklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
, sobat kreatif Siapa nih sobat kreatif yang tidak kenal RANS dan si Aak? Tentunya tahu dong ya  hehe  Rans Animation Studio merupakan studio animasi yang didirikan oleh Rans Entertainment milik Raffi Ahmad pada bulan Maret tahun 2020 di Kota Semarang, Jawa Tengah Rans Animation Studio sebagai rumah produksi untuk film animasi milik Rans Entertainment, adapun hasil filmnya berjudul Si AA yang tayang di stasiun TV swasta;Pengumuman
 sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Spektrumedia Studio Makassar kembali mengadakan Diklat secara 3 in 1Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 29 (Dua Puluh Sembilan) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 19 Januari hingga 22 Februari 2022 bertempat di Universitas Muslim Indonesia (UMI) Makassar, Sulawesi SelatanDiklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Spektrumedia Animation Studio, Provinsi Sulawesi Selatan kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 23 (Dua Puluh Tiga) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 24 Januari hingga 18 Februari 2022 bertempat di Kampus FIKOM Universitas Muslim Indonesia (UMI), Kota Makassar, Sulawesi Selatan Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob!;Pengumuman
Beberapa waktu lalu, Balai Diklat Industri (BDI) Denpasar telah melakukan penjajakan kerjasama ke Asosiasi Internet of Things Indonesia (Asioti) di Jakarta Dalam kunjungan ke Asioti, BDI Denpasar yang diwakili oleh Bapak I Made Artana dan tim disambut oleh Ketua Umum Asioti Bapak Teguh Prasetya, Sekretaris Jenderal Asioti Ibu Fita Indah Maulani, serta Kepala Bidang Perangkat dan Sensor Asioti Bapak Guruh Ariyanto;Pengumuman
Selamat Tahun Baru Imlek Semoga tahun baru ini dipenuhi dengan kebahagiaan, kemakmuran dan keberuntungan bagi kita semua;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Jitu Kreasi Utama, Kota Yogyakarta, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 22 (Dua Puluh Dua) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 24 Februari hingga 23 Maret 2022 bertempat di SMSR Yogyakarta (SMKN 3 Kasihan Bantul), Bantul, Provinsi Daerah Istimewa Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Bogor, Semarang dan Sukoharjo Simak postingan ini ya;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Padang, Padang Panjang dan Denpasar? Simak postingan ini ya;Pengumuman
Merdeka Giveaway Kali ini Balai Diklat Industri Denpasar berkolaborasi dengan Inbo  Indonesia untuk semarak merayakan HUT RI yang ke 76 Menangkan total 5 hadiah menarik yaitu 3 headphone dan 2 selfie stick untuk 5 orang yang beruntung dari @inbo indonesia;Pengumuman
, sobat kreatif Kali ini Diklat 3 in 1 dibuka di Tegal, Yogyakarta dan Makassar Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang tercantum Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati;Pengumuman
Hari Antikorupsi Sedunia yang diperingati pada hari ini mengambil tema “Satu Padu Bangun Budaya Antikorupsi” Untuk membangun bangsa Indonesia yang semakin bersih, mari kita bersama sama sebagai elemen dari masyarakat bersatu padu bersama sama membudayakan sikap anti terhadap korupsi sejak dini Bisa dimulai dari hal hal kecil di sekitar kita;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Semarang Creative Content (Seccon), Provinsi Jawa Tengah kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 10 (Sepuluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 4 hingga 15 Februari 2022 bertempat di SMK Muhammadiyah 1 Semarang, Kota Semarang, Jawa Tengah Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
Dalam rangka mengikuti perkembangan teknologi dan agar tidak ketinggalan zaman, setiap organisasi diharapkan dapat beradaptasi dengan perubahan perubahan yang ada dengan cepat Balai Diklat Industri (BDI) Denpasar telah menyelenggarakan Employee Innovation Challenge 2021 yang diperuntukkan untuk menggali inovasi inovasi serta ide ide yang fresh dari para pegawainya dan telah mendapatkan 3 (tiga) juara untuk challenge tersebut;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Semarang, Surakarta, Yogyakarta dan Makassar ? Simak postingan ini ya ;Pengumuman
Segenap keluarga besar Balai Diklat Industri Denpasar mengucapkan Selamat Ulang Tahun untuk Bapak Menteri Perindustrian RI Agus Gumiwang Kartasasmita Semoga Bapak senantiasa selalu diberikan kesehatan, keberkahan, keselamatan, serta kebahagiaan;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Yogyakarta dan Malang? Simak postingan ini ya ;Pengumuman
Keberhasilan seorang anak tidak terlepas dari didikan serta kasih sayang orang tua, terutama ibu Dibalik anak yang sukses, terdapat seorang ibu yang tidak lelah mendoakan siang dan malam Ibu tidak hanya seorang inspirator dan panutan, tetapi juga supporter yang fanatik dalam kehidupan anak anaknya Selamat Hari Ibu untuk semua ibu ibu dan perempuan perempuan hebat di luar sana! Semoga selalu menginspirasi dan tetap semangat!;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Padang, Cilacap, Bandung dan Makassar ? Simak postingan ini ya ;Pengumuman
Balai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan Desember, predikat “Employee of the Month BDI Denpasar Desember 2021” diberikan kepada Gede Anggria Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan MSV Studio Yogyakarta kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 22 (Dua Puluh Dua) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 7 hingga 31 Maret 2022 bertempat di Kampus Universitas AMIKOM Yogyakarta, Daerah Istimewa Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Mocca Multi Talenta, Provinsi Jawa Timur kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 38 (Tiga Puluh Delapan) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 14 Februari hingga 29 Maret 2022 bertempat di Gedung Mocca Animation Studio, Kota Malang, Jawa Timur Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Funymation Studio, Provinsi Daerah Istimewa Yogyakarta kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 10 (Sepuluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 24 Januari hingga 4 Februari 2022 bertempat di Kampus STSRD VISI, Kota Yogyakarta, Daerah Istimewa Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Kastil Avindo (Castle Production Studio Jakarta) kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 11 (Sebelas) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 14 hingga 24 Februari 2022 bertempat di Gedung CMC (Cyber Media Center) Kelapa Gading, Jakarta Utara Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob!Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
, Sobat Kreatif Pada Senin (17/1) lalu, Kepala Balai Diklat Industri (BDI) Denpasar membuka Diklat 3 in 1 Pembuatan Gerak Animasi 3 Dimensi Angkatan I Onsite bekerjasama dengan Castle Production Diklat ini diikuti oleh 24 peserta dan bertempat di Jakarta;Pengumuman
Ada kabar gembira nih di penghujung tahun 2021! Atas kerja keras dan komitmen bersama dari semua pihak, Balai Diklat Industri (BDI) Denpasar berhasil mendapatkan penghargaan Wilayah Bebas dari Korupsi (WBK) dari Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Reformasi Birokrasi (KemenPAN RB) Selain menjadi kebanggaan untuk BDI Denpasar, apresiasi ini tentunya akan menjadi tambahan semangat bagi seluruh elemen di BDI Denpasar untuk dapat terus meningkatkan inovasi dan pelayanan yang prima bagi masyarakat;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Baraka Creative Studio, Provinsi Sumatera Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 14 (Empat Belas) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 17 Januari hingga 1 Februari 2022 bertempat di Universitas Negeri Padang, Kota Padang, Sumatera Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
, sobat kreatif Diklat 3 in 1 kembali dibuka untuk tahun depan Segera daftarkan diri di link yang tercantum dan untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang Sobat Kreatif minati;Pengumuman
Halo sobat kreatif Ada Kabar gembira nih, diklat tahun 2022 sudah open registrasi Buat kalian yang tertarik buat ikutan, segera daftar dilink :  ;Pengumuman
